1.00	0.64	0.71	0.50	1	0.40	0.00	0.00	15.55	21.33
1.00	0.64	0.71	0.50	1	0.60	0.00	0.00	15.55	21.33
1.00	0.64	0.71	0.50	1	0.80	0.00	0.00	15.55	21.33
1.00	0.64	0.71	0.50	1	1.00	0.00	0.00	15.55	21.33
0.92	0.70	0.76	0.56	1	0.40	0.00	0.00	20.84	28.28
0.92	0.70	0.76	0.56	1	0.60	0.00	0.00	21.46	25.38
0.92	0.70	0.76	0.56	1	0.80	0.00	0.00	20.71	25.16
0.92	0.70	0.76	0.56	1	1.00	0.00	0.00	19.68	29.60
0.88	0.73	0.71	0.67	1	0.40	0.00	0.00	19.50	27.30
0.88	0.73	0.71	0.67	1	0.60	0.00	0.00	19.95	21.97
0.88	0.73	0.71	0.67	1	0.80	0.00	0.00	19.34	23.49
0.88	0.73	0.71	0.67	1	1.00	0.00	0.00	18.31	27.87
0.84	0.76	0.76	0.67	1	0.40	0.00	0.00	17.05	23.77
0.84	0.76	0.76	0.67	1	0.60	0.00	0.00	17.41	21.46
0.84	0.76	0.76	0.67	1	0.80	0.00	0.00	16.95	21.16
0.84	0.76	0.76	0.67	1	1.00	0.00	0.00	15.98	24.93
0.81	0.79	0.82	0.67	1	0.40	0.00	0.00	28.52	37.73
0.81	0.79	0.82	0.67	1	0.60	0.00	0.00	29.90	31.27
0.81	0.79	0.82	0.67	1	0.80	0.00	0.00	29.63	30.93
0.81	0.79	0.82	0.67	1	1.00	0.00	0.00	28.75	39.44
0.78	0.82	1.00	0.56	1	0.40	0.00	0.00	24.77	29.79
0.78	0.82	1.00	0.56	1	0.60	0.00	0.00	23.93	29.68
0.78	0.82	1.00	0.56	1	0.80	0.00	0.00	24.77	29.79
0.78	0.82	1.00	0.56	1	1.00	0.00	0.00	23.93	29.40
0.76	0.85	0.59	1.00	0.5	0.40	0.00	0.00	6.07	10.90
0.76	0.85	0.59	1.00	0.5	0.60	0.00	0.00	6.05	11.19
0.76	0.85	0.59	1.00	0.5	0.80	0.00	0.00	6.01	10.94
0.76	0.85	0.59	1.00	0.5	1.00	0.00	0.00	6.04	11.17
0.72	0.88	0.65	1.00	0.5	0.40	0.00	0.00	6.37	11.27
0.72	0.88	0.65	1.00	0.5	0.60	0.00	0.00	6.40	11.72
0.72	0.88	0.65	1.00	0.5	0.80	0.00	0.00	6.37	11.29
0.72	0.88	0.65	1.00	0.5	1.00	0.00	0.00	6.40	11.67
0.70	0.91	0.71	1.00	0.5	0.40	0.00	0.00	6.85	11.74
0.70	0.91	0.71	1.00	0.5	0.60	0.00	0.00	6.79	12.05
0.70	0.91	0.71	1.00	0.5	0.80	0.00	0.00	6.77	11.73
0.70	0.91	0.71	1.00	0.5	1.00	0.00	0.00	6.81	11.93
0.67	0.94	0.76	1.00	0.5	0.40	0.00	0.00	7.18	12.40
0.67	0.94	0.76	1.00	0.5	0.60	0.00	0.00	7.10	12.23
0.67	0.94	0.76	1.00	0.5	0.80	0.00	0.00	7.10	12.40
0.67	0.94	0.76	1.00	0.5	1.00	0.00	0.00	7.10	12.14
0.65	0.97	0.82	1.00	0.5	0.40	0.00	0.00	10.85	16.78
0.65	0.97	0.82	1.00	0.5	0.60	0.00	0.00	10.54	16.80
0.65	0.97	0.82	1.00	0.5	0.80	0.00	0.00	10.77	16.75
0.65	0.97	0.82	1.00	0.5	1.00	0.00	0.00	10.56	16.67
0.63	1.00	0.88	1.00	0.5	0.40	0.00	0.00	8.60	12.07
0.63	1.00	0.88	1.00	0.5	0.60	0.00	0.00	8.49	12.22
0.63	1.00	0.88	1.00	0.5	0.80	0.00	0.00	8.45	12.08
0.63	1.00	0.88	1.00	0.5	1.00	0.00	0.00	8.50	12.04
1.00	0.64	0.71	0.50	1	0.40	0.25	0.20	24.58	26.47
1.00	0.64	0.71	0.50	1	0.60	0.25	0.20	24.63	26.37
1.00	0.64	0.71	0.50	1	0.80	0.25	0.20	24.63	26.44
1.00	0.64	0.71	0.50	1	1.00	0.25	0.20	24.59	26.29
0.92	0.70	0.76	0.56	1	0.40	0.25	0.20	29.03	32.92
0.92	0.70	0.76	0.56	1	0.60	0.25	0.20	29.87	29.87
0.92	0.70	0.76	0.56	1	0.80	0.25	0.20	29.14	29.58
0.92	0.70	0.76	0.56	1	1.00	0.25	0.20	28.09	34.33
0.88	0.73	0.71	0.67	1	0.40	0.25	0.20	26.28	30.89
0.88	0.73	0.71	0.67	1	0.60	0.25	0.20	26.91	25.60
0.88	0.73	0.71	0.67	1	0.80	0.25	0.20	26.37	27.03
0.88	0.73	0.71	0.67	1	1.00	0.25	0.20	25.27	31.73
0.84	0.76	0.76	0.67	1	0.40	0.25	0.20	23.53	27.31
0.84	0.76	0.76	0.67	1	0.60	0.25	0.20	24.03	24.91
0.84	0.76	0.76	0.67	1	0.80	0.25	0.20	23.54	24.61
0.84	0.76	0.76	0.67	1	1.00	0.25	0.20	22.58	28.51
0.81	0.79	0.82	0.67	1	0.40	0.25	0.20	35.56	41.68
0.81	0.79	0.82	0.67	1	0.60	0.25	0.20	37.12	35.28
0.81	0.79	0.82	0.67	1	0.80	0.25	0.20	36.90	34.43
0.81	0.79	0.82	0.67	1	1.00	0.25	0.20	35.94	43.33
0.78	0.82	1.00	0.56	1	0.40	0.25	0.20	32.96	33.87
0.78	0.82	1.00	0.56	1	0.60	0.25	0.20	32.12	34.07
0.78	0.82	1.00	0.56	1	0.80	0.25	0.20	32.94	34.14
0.78	0.82	1.00	0.56	1	1.00	0.25	0.20	32.21	33.67
0.76	0.85	0.59	1.00	0.5	0.40	0.25	0.20	10.36	13.43
0.76	0.85	0.59	1.00	0.5	0.60	0.25	0.20	10.43	13.71
0.76	0.85	0.59	1.00	0.5	0.80	0.25	0.20	10.36	13.48
0.76	0.85	0.59	1.00	0.5	1.00	0.25	0.20	10.39	13.70
0.72	0.88	0.65	1.00	0.5	0.40	0.25	0.20	10.71	13.80
0.72	0.88	0.65	1.00	0.5	0.60	0.25	0.20	10.80	14.28
0.72	0.88	0.65	1.00	0.5	0.80	0.25	0.20	10.70	13.87
0.72	0.88	0.65	1.00	0.5	1.00	0.25	0.20	10.75	14.27
0.70	0.91	0.71	1.00	0.5	0.40	0.25	0.20	11.11	14.28
0.70	0.91	0.71	1.00	0.5	0.60	0.25	0.20	11.13	14.61
0.70	0.91	0.71	1.00	0.5	0.80	0.25	0.20	11.09	14.30
0.70	0.91	0.71	1.00	0.5	1.00	0.25	0.20	11.16	14.45
0.67	0.94	0.76	1.00	0.5	0.40	0.25	0.20	11.68	13.90
0.67	0.94	0.76	1.00	0.5	0.60	0.25	0.20	11.69	13.72
0.67	0.94	0.76	1.00	0.5	0.80	0.25	0.20	11.70	13.88
0.67	0.94	0.76	1.00	0.5	1.00	0.25	0.20	11.69	13.65
0.65	0.97	0.82	1.00	0.5	0.40	0.25	0.20	15.41	19.37
0.65	0.97	0.82	1.00	0.5	0.60	0.25	0.20	15.20	19.43
0.65	0.97	0.82	1.00	0.5	0.80	0.25	0.20	15.42	19.34
0.65	0.97	0.82	1.00	0.5	1.00	0.25	0.20	15.21	19.32
0.63	1.00	0.88	1.00	0.5	0.40	0.25	0.20	12.96	14.34
0.63	1.00	0.88	1.00	0.5	0.60	0.25	0.20	12.97	14.50
0.63	1.00	0.88	1.00	0.5	0.80	0.25	0.20	12.93	14.33
0.63	1.00	0.88	1.00	0.5	1.00	0.25	0.20	13.02	14.27
1.00	0.64	0.71	0.50	1	0.40	0.25	0.40	24.29	25.95
1.00	0.64	0.71	0.50	1	0.60	0.25	0.40	24.31	25.63
1.00	0.64	0.71	0.50	1	0.80	0.25	0.40	24.13	26.13
